school,date,type,count
YMCA RTH,2021-02-01,Did NOT work on math instruction,1
YMCA RTH,2021-03-01,BB whole group,1
YMCA RTH,2021-03-01,Did NOT work on math instruction,1
YMCA RTH,2021-05-01,Did NOT work on math instruction,1
YMCA RTH,2021-06-01,Did NOT work on math instruction,1
Little Voices,2020-10-01,Did NOT work on math instruction,2
Little Voices,2020-11-01,BB small group,1
Little Voices,2020-11-01,Other,1
Little Voices,2020-12-01,Did NOT work on math instruction,2
Little Voices,2020-12-01,BB small group,2
Little Voices,2020-12-01,BB whole group,1
Little Voices,2021-01-01,Did NOT work on math instruction,2
Little Voices,2021-01-01,BB small group,2
Little Voices,2021-02-01,BB small group,1
Little Voices,2021-02-01,Did NOT work on math instruction,2
Little Voices,2021-03-01,Did NOT work on math instruction,2
Little Voices,2021-04-01,Did NOT work on math instruction,2
Little Voices,2021-05-01,Did NOT work on math instruction,4
Hattie B Cooper,2020-10-01,BB small group,1
Hattie B Cooper,2020-11-01,Did NOT work on math instruction,2
Hattie B Cooper,2020-12-01,BB whole group,1
Hattie B Cooper,2020-12-01,BB small group,1
Hattie B Cooper,2021-01-01,Did NOT work on math instruction,2
Hattie B Cooper,2021-02-01,Did NOT work on math instruction,2
Hattie B Cooper,2021-03-01,Did NOT work on math instruction,1
Hattie B Cooper,2021-04-01,Did NOT work on math instruction,1
Hattie B Cooper,2021-05-01,Did NOT work on math instruction,1
JFK Center,2020-09-01,Did NOT work on math instruction,2
JFK Center,2020-10-01,Did NOT work on math instruction,6
JFK Center,2020-11-01,Did NOT work on math instruction,2
JFK Center,2020-11-01,BB small group,1
JFK Center,2020-12-01,BB small group,1
JFK Center,2020-12-01,Did NOT work on math instruction,1
JFK Center,2021-01-01,Did NOT work on math instruction,3
JFK Center,2021-02-01,Did NOT work on math instruction,4
JFK Center,2021-03-01,BB small group,3
JFK Center,2021-03-01,Did NOT work on math instruction,3
JFK Center,2021-04-01,BB whole group,2
JFK Center,2021-04-01,Did NOT work on math instruction,1
JFK Center,2021-04-01,BB small group,1
JFK Center,2021-05-01,Other,1
JFK Center,2021-05-01,Did NOT work on math instruction,1
JFK Center,2021-05-01,BB centers,1
YMCA - East Boston,2020-10-01,BB small group,2
YMCA - East Boston,2020-11-01,Did NOT work on math instruction,2
YMCA - East Boston,2020-11-01,BB small group,1
YMCA - East Boston,2020-12-01,Did NOT work on math instruction,1
YMCA - East Boston,2021-01-01,BB whole group,1
YMCA - East Boston,2021-01-01,BB small group,3
YMCA - East Boston,2021-02-01,BB small group,1
YMCA - East Boston,2021-02-01,Did NOT work on math instruction,1
YMCA - East Boston,2021-03-01,Did NOT work on math instruction,2
YMCA - East Boston,2021-04-01,Did NOT work on math instruction,1
YMCA - East Boston,2021-05-01,Did NOT work on math instruction,1
ABCD Hyde Park,2020-11-01,BB whole group,1
ABCD Hyde Park,2021-01-01,Did NOT work on math instruction,1
ABCD Hyde Park,2021-02-01,Did NOT work on math instruction,1
ABCD Hyde Park,2021-03-01,BB small group,1
ABCD Hyde Park,2021-04-01,BB small group,1
ABCD Hyde Park,2021-05-01,Did NOT work on math instruction,1
Crispus Attucks,2020-11-01,Did NOT work on math instruction,1
Crispus Attucks,2021-02-01,Did NOT work on math instruction,1
Crispus Attucks,2021-03-01,BB small group,1
YMCA Wang,2020-11-01,Did NOT work on math instruction,2
YMCA Wang,2020-12-01,Did NOT work on math instruction,1
YMCA Wang,2021-01-01,Did NOT work on math instruction,1
YMCA Wang,2021-02-01,Did NOT work on math instruction,1
YMCA Wang,2021-03-01,Did NOT work on math instruction,2
YMCA Wang,2021-04-01,Did NOT work on math instruction,1
Ellis Memorial,2020-10-01,Did NOT work on math instruction,4
Ellis Memorial,2020-11-01,Did NOT work on math instruction,1
Ellis Memorial,2020-12-01,Did NOT work on math instruction,5
Ellis Memorial,2021-01-01,Did NOT work on math instruction,3
IBA,2020-10-01,Did NOT work on math instruction,1
IBA,2020-12-01,BB small group,1
IBA,2020-12-01,Other,1
ABCD Roslindale,2020-09-01,Did NOT work on math instruction,1
ABCD Roslindale,2020-12-01,BB whole group,1
ABCD Roslindale,2020-12-01,BB centers,1
ABCD Roslindale,2021-01-01,Did NOT work on math instruction,2
ABCD Roslindale,2021-02-01,Did NOT work on math instruction,1
ABCD Roslindale,2021-02-01,BB small group,1
ABCD Roslindale,2021-03-01,BB small group,1
ABCD Roslindale,2021-04-01,Did NOT work on math instruction,1
ABCD Roslindale,2021-05-01,Did NOT work on math instruction,1
Paige Academy,2020-12-01,Did NOT work on math instruction,1
Paige Academy,2021-01-01,Did NOT work on math instruction,1
Paige Academy,2021-02-01,Did NOT work on math instruction,1
Paige Academy,2021-03-01,Did NOT work on math instruction,1
Paige Academy,2021-05-01,Did NOT work on math instruction,1
Paige Academy,2021-06-01,Did NOT work on math instruction,1
Nurtury - Tremont,2020-12-01,Did NOT work on math instruction,2
Nurtury - Tremont,2021-01-01,BB whole group,1
Nurtury - Tremont,2021-01-01,Did NOT work on math instruction,1
Nurtury - Tremont,2021-02-01,Did NOT work on math instruction,1
Nurtury - Tremont,2021-02-01,Other,1
Nurtury - Tremont,2020-10-01,Did NOT work on math instruction,1
ABCD - Walnut Grove,2020-12-01,Did NOT work on math instruction,1
ABCD - Walnut Grove,2021-01-01,Did NOT work on math instruction,2
ABCD - Walnut Grove,2021-03-01,Did NOT work on math instruction,1
YMCA Roxbury,2020-11-01,Did NOT work on math instruction,1
YMCA Roxbury,2020-12-01,Did NOT work on math instruction,2
YMCA Roxbury,2021-01-01,Did NOT work on math instruction,1
YMCA Roxbury,2021-05-01,Did NOT work on math instruction,1
Nurtury - Learning Lab,2020-12-01,Did NOT work on math instruction,2
Nurtury - Learning Lab,2021-01-01,Did NOT work on math instruction,1
Nurtury - Learning Lab,2021-02-01,Did NOT work on math instruction,1
Nurtury - Learning Lab,2020-10-01,Did NOT work on math instruction,1
Nurtury - Learning Lab,2020-11-01,Did NOT work on math instruction,2
Nurtury - Learning Lab,2020-11-01,BB small group,1
Nurtury - Learning Lab,2020-11-01,BB centers,1
South Boston Neighborhood House,2020-10-01,Did NOT work on math instruction,1
South Boston Neighborhood House,2020-11-01,Did NOT work on math instruction,1
South Boston Neighborhood House,2020-12-01,BB whole group,1
South Boston Neighborhood House,2021-02-01,Did NOT work on math instruction,1
South Boston Neighborhood House,2021-02-01,BB centers,1
South Boston Neighborhood House,2021-03-01,Did NOT work on math instruction,1
YMCA - West Roxbury,2020-09-01,Did NOT work on math instruction,1
YMCA - West Roxbury,2020-10-01,Did NOT work on math instruction,1
YMCA - West Roxbury,2020-11-01,BB small group,1
YMCA - West Roxbury,2020-12-01,BB small group,1
YMCA - West Roxbury,2021-01-01,Did NOT work on math instruction,2
YMCA - West Roxbury,2021-02-01,Did NOT work on math instruction,2
YMCA - West Roxbury,2021-03-01,Did NOT work on math instruction,1
YMCA - West Roxbury,2021-04-01,Did NOT work on math instruction,1
YMCA - West Roxbury,2021-05-01,Did NOT work on math instruction,1
Wesley,2020-09-01,Did NOT work on math instruction,1
Wesley,2020-10-01,BB whole group,1
Wesley,2020-10-01,BB small group,1
Wesley,2020-11-01,BB small group,1
Wesley,2020-11-01,Did NOT work on math instruction,1
Wesley,2021-01-01,BB whole group,2
Wesley,2021-02-01,BB centers,1
Wesley,2021-03-01,BB small group,2
Wesley,2021-04-01,BB whole group,2
Wesley,2021-04-01,BB small group,1
Wesley,2021-05-01,BB small group,1
Boys & Girls Club - Marr,2020-10-01,BB whole group,1
Boys & Girls Club - Marr,2020-10-01,BB small group,1
Boys & Girls Club - Marr,2020-11-01,Did NOT work on math instruction,1
Boys & Girls Club - Marr,2021-02-01,Did NOT work on math instruction,2
Boys & Girls Club - Marr,2021-01-01,Did NOT work on math instruction,1
Boys & Girls Club - Marr,2021-03-01,Did NOT work on math instruction,1
Boys & Girls Club - Marr,2021-04-01,Did NOT work on math instruction,1
Boys & Girls Club - Marr,2021-06-01,Did NOT work on math instruction,1
Boys & Girls Club - McLaughlin,2020-02-01,Did NOT work on math instruction,1
Boys & Girls Club - McLaughlin,2021-06-01,Did NOT work on math instruction,1
VietAid,2020-10-01,Did NOT work on math instruction,2
VietAid,2020-11-01,Did NOT work on math instruction,2
VietAid,2020-11-01,BB whole group,1
VietAid,2020-12-01,Did NOT work on math instruction,3
VietAid,2021-01-01,BB whole group,1
VietAid,2021-02-01,Did NOT work on math instruction,1
VietAid,2021-03-01,BB whole group,1
VietAid,2021-03-01,Did NOT work on math instruction,1
VietAid,2021-04-01,Did NOT work on math instruction,1
VietAid,2021-05-01,Did NOT work on math instruction,1
ABCD - Jamaica Plain,2020-10-01,Did NOT work on math instruction,4
ABCD - Jamaica Plain,2020-11-01,Did NOT work on math instruction,3
ABCD - Jamaica Plain,2020-12-01,Did NOT work on math instruction,4
ABCD - Jamaica Plain,2021-01-01,BB centers,2
ABCD - Jamaica Plain,2021-03-01,Did NOT work on math instruction,3
ABCD - Jamaica Plain,2021-04-01,Did NOT work on math instruction,1
ABCD - Jamaica Plain,2021-05-01,Did NOT work on math instruction,2
