school,date,type,count
Ellis Memorial,2020-12-01,Intro to Centers,1
Ellis Memorial,2020-12-01,Did not work on Focus,4
Ellis Memorial,2021-01-01,Heggerty,2
Ellis Memorial,2021-01-01,Intro to Centers,2
Ellis Memorial,2021-01-01,Read Aloud,1
IBA,2020-10-01,Did not work on Focus,1
IBA,2020-12-01,Did not work on Focus,1
ABCD Roslindale,2020-09-01,Did not work on Focus,1
ABCD Roslindale,2020-12-01,Read Aloud,1
ABCD Roslindale,2020-12-01,Intro to Centers,1
ABCD Roslindale,2020-12-01,Center,1
ABCD Roslindale,2021-01-01,Center,2
ABCD Roslindale,2021-02-01,Literacy small groups,1
ABCD Roslindale,2021-04-01,Center,1
ABCD Roslindale,2021-05-01,Did not work on Focus,1
Paige Academy,2020-09-01,Intro to Centers,1
Paige Academy,2020-09-01,Center,1
Paige Academy,2020-12-01,Thinking and Feedback,1
Paige Academy,2021-01-01,Intro to Centers,1
Paige Academy,2021-01-01,Center,1
Paige Academy,2021-02-01,Center,1
Paige Academy,2021-03-01,Center,1
Paige Academy,2021-05-01,Intro to Centers,1
Paige Academy,2021-05-01,Center,1
Paige Academy,2021-05-01,Thinking and Feedback,1
Paige Academy,2021-06-01,Intro to Centers,1
Paige Academy,2021-06-01,Center,1
Paige Academy,2021-06-01,Thinking and Feedback,1
Nurtury - Tremont,2020-12-01,Did not work on Focus,2
Nurtury - Tremont,2021-01-01,Heggerty,2
Nurtury - Tremont,2021-01-01,Intro to Centers,1
Nurtury - Tremont,2021-02-01,Heggerty,1
Nurtury - Tremont,2020-10-01,Did not work on Focus,1
ABCD - Walnut Grove,2020-12-01,Center,1
ABCD - Walnut Grove,2021-01-01,Center,2
ABCD - Walnut Grove,2021-01-01,Literacy small groups,2
ABCD - Walnut Grove,2021-03-01,Literacy small groups,1
YMCA Roxbury,2020-11-01,Did not work on Focus,1
YMCA Roxbury,2020-12-01,Center,2
YMCA Roxbury,2021-01-01,Center,1
YMCA Roxbury,2021-05-01,Center,1
Nurtury - Learning Lab,2020-12-01,Did not work on Focus,1
Nurtury - Learning Lab,2020-12-01,Intro to Centers,1
Nurtury - Learning Lab,2020-12-01,Read Aloud,1
Nurtury - Learning Lab,2021-01-01,Did not work on Focus,1
Nurtury - Learning Lab,2021-01-01,Intro to Centers,1
Nurtury - Learning Lab,2021-01-01,Read Aloud,1
Nurtury - Learning Lab,2021-02-01,Intro to Centers,1
Nurtury - Learning Lab,2021-02-01,Read Aloud,1
Nurtury - Learning Lab,2020-10-01,Did not work on Focus,1
Nurtury - Learning Lab,2020-11-01,Intro to Centers,1
Nurtury - Learning Lab,2020-11-01,Did not work on Focus,2
South Boston Neighborhood House,2020-10-01,Intro to Centers,2
South Boston Neighborhood House,2020-11-01,Read Aloud,1
South Boston Neighborhood House,2021-01-01,Storytelling/Storyacting,1
South Boston Neighborhood House,2021-02-01,Intro to Centers,1
South Boston Neighborhood House,2021-02-01,Center,2
YMCA - West Roxbury,2020-09-01,Did not work on Focus,1
YMCA - West Roxbury,2020-10-01,Intro to Centers,1
YMCA - West Roxbury,2020-10-01,Center,1
YMCA - West Roxbury,2020-10-01,Read Aloud,1
YMCA - West Roxbury,2020-11-01,Literacy small groups,1
YMCA - West Roxbury,2020-12-01,Literacy small groups,1
YMCA - West Roxbury,2021-02-01,Storytelling/Storyacting,2
YMCA - West Roxbury,2021-03-01,Storytelling/Storyacting,1
YMCA - West Roxbury,2021-04-01,Storytelling/Storyacting,1
YMCA - West Roxbury,2021-05-01,Center,1
Wesley,2020-09-01,Did not work on Focus,1
Wesley,2020-10-01,Read Aloud,1
Wesley,2020-10-01,Heggerty,1
Wesley,2020-11-01,Did not work on Focus,1
Wesley,2020-11-01,Literacy small groups,1
Wesley,2021-01-01,Did not work on Focus,1
Wesley,2021-01-01,Center,1
Wesley,2021-01-01,Literacy small groups,1
Wesley,2021-02-01,Literacy small groups,1
Wesley,2021-02-01,Heggerty,1
Wesley,2021-03-01,Did not work on Focus,2
Wesley,2021-04-01,Did not work on Focus,3
Wesley,2021-05-01,Did not work on Focus,1
Wesley,2021-06-01,Did not work on Focus,1
Boys & Girls Club - Marr,2020-10-01,Center,1
Boys & Girls Club - Marr,2020-10-01,Literacy small groups,1
Boys & Girls Club - Marr,2020-10-01,Read Aloud,1
Boys & Girls Club - Marr,2021-02-01,Did not work on Focus,2
Boys & Girls Club - Marr,2021-01-01,Did not work on Focus,1
Boys & Girls Club - Marr,2021-03-01,Did not work on Focus,1
Boys & Girls Club - Marr,2021-04-01,Did not work on Focus,1
Boys & Girls Club - Marr,2021-06-01,Did not work on Focus,1
Boys & Girls Club - McLaughlin,2020-02-01,Literacy small groups,1
Boys & Girls Club - McLaughlin,2021-06-01,Did not work on Focus,1
VietAid,2020-10-01,Did not work on Focus,2
VietAid,2020-11-01,Intro to Centers,2
VietAid,2020-11-01,Read Aloud,2
VietAid,2020-11-01,Heggerty,2
VietAid,2020-11-01,Did not work on Focus,1
VietAid,2020-11-01,Thinking and Feedback,1
VietAid,2020-12-01,Intro to Centers,1
VietAid,2020-12-01,Read Aloud,2
VietAid,2020-12-01,Thinking and Feedback,1
VietAid,2020-12-01,Center,1
VietAid,2020-12-01,Did not work on Focus,1
VietAid,2021-01-01,Center,1
VietAid,2021-01-01,Heggerty,1
VietAid,2021-02-01,Center,1
VietAid,2021-02-01,Heggerty,1
VietAid,2021-03-01,Center,1
VietAid,2021-03-01,Read Aloud,1
VietAid,2021-03-01,Heggerty,1
VietAid,2021-03-01,Did not work on Focus,1
VietAid,2021-04-01,Did not work on Focus,1
VietAid,2021-05-01,Center,1
VietAid,2021-05-01,Read Aloud,1
VietAid,2021-05-01,Storytelling/Storyacting,1
VietAid,2021-05-01,Thinking and Feedback,1
ABCD - Jamaica Plain,2020-10-01,Center,4
ABCD - Jamaica Plain,2020-10-01,Literacy small groups,4
ABCD - Jamaica Plain,2020-10-01,Read Aloud,4
ABCD - Jamaica Plain,2020-10-01,Heggerty,4
ABCD - Jamaica Plain,2020-10-01,Intro to Centers,1
ABCD - Jamaica Plain,2020-11-01,Read Aloud,2
ABCD - Jamaica Plain,2020-11-01,Center,1
ABCD - Jamaica Plain,2020-12-01,Center,3
ABCD - Jamaica Plain,2020-12-01,Literacy small groups,1
ABCD - Jamaica Plain,2021-01-01,Center,2
ABCD - Jamaica Plain,2021-01-01,Literacy small groups,2
ABCD - Jamaica Plain,2021-03-01,Center,3
ABCD - Jamaica Plain,2021-03-01,Literacy small groups,3
ABCD - Jamaica Plain,2021-04-01,Center,1
ABCD - Jamaica Plain,2021-04-01,Literacy small groups,1
ABCD - Jamaica Plain,2021-05-01,Center,2
ABCD - Jamaica Plain,2021-05-01,Literacy small groups,2
